_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,security_deposit,cleaning_fee,extra_people,guests_included,Total_review_scores_per,Country,Country_Code,Latitude,Longitude,host_id,host_identity_verified,host_location,host_name,host_response_rate,host_total_listings_count,availability_30,availability_365,availability_60,availability_90
18586018,3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN,Apartment,Entire home/apt,Real Bed,2,1125,flexible,06-03-2019 05:00,09-05-2017 04:00,16-02-2019 05:00,6,3,3,100,1,315,0,30,40,6,56,United States,US,40.71047,-73.96311,69124870,FALSE,United States,Ana Y Victor,100,4,3,236,10,26
18594608,Happy studio,Apartment,Entire home/apt,Real Bed,7,100,Strict,16-02-2019 05:00,11-06-2017 04:00,10-10-2017 04:00,4,1,2,4,2,35,150,50,25,1,60,Portugal,PT,41.13444,-8.63583,94998397,FALSE,India,Jorge,0,1,30,365,60,90
18599539,Luxury condo with free indoor parking,Individual Apartments,Entire home/apt,Real Bed,31,1125,moderate,11-03-2019 04:00,17-05-2017 04:00,09-02-2019 05:00,4,0,1,19,1,94,0,63,0,1,55,Canada,CA,45.48985,-73.57601,76217411,FALSE,Canada,Carlos,100,1,6,8,6,8
18607563,For 4 or 6 - Wonderful Apartment downtown,Loft,Entire home/apt,Real Bed,2,1125,Strict,16-02-2019 05:00,26-05-2017 04:00,31-01-2019 05:00,6,2,3,125,2,140,100,15,15,4,52,Portugal,PT,41.14655,-8.61294,8161650,TRUE,Portugal,Manuel,100,4,13,338,41,71
18611535,Big 4 Bedroom~,Apartment,Entire home/apt,Real Bed,4,1120,Strict,08-03-2019 05:00,19-06-2017 04:00,22-02-2019 05:00,7,4,5,32,2,200,300,80,0,1,52,Spain,ES,41.39483,2.14977,299462,FALSE,Spain,Stay U-Nique,97,98,10,283,10,14
18614712,5 Room Villa in Oporto Center,House,Entire home/apt,Real Bed,2,1125,Strict,16-02-2019 05:00,10-08-2017 04:00,09-08-2018 04:00,10,5,10,3,3.5,160,0,0,0,1,49,Portugal,PT,41.15624,-8.59597,110204521,FALSE,Portugal,Cedilhas,100,9,0,132,0,0
18616850,The Paddington Cottage | Sydney Eastern Suburbs,House,Entire home/apt,Real Bed,2,1125,Strict,07-03-2019 05:00,29-06-2017 04:00,01-01-2019 05:00,3,3,0,21,2,350,1000,200,0,1,57,Australia,AU,-33.88325,151.22243,6232360,FALSE,Australia,Bradley,100,4,0,0,0,0
18617060,Private Sunny Room in Bushwick,Apartment,Private room,Real Bed,1,21,flexible,06-03-2019 05:00,29-06-2017 04:00,24-01-2019 05:00,1,3,1,0,1,30,0,0,0,1,0,United States,US,40.69055,-73.91599,129159456,TRUE,United States,Michelle,0,1,0,0,0,0
18620288,Harbour Views from North Sydney High Street,Apartment,Entire home/apt,Real Bed,2,1125,Strict,07-03-2019 05:00,19-05-2017 04:00,24-01-2019 05:00,4,1,1,74,2,145,150,100,10,2,56,Australia,AU,-33.84424,151.21634,17714205,TRUE,Australia,Stephen (Sydney Holiday Rentals),98,8,2,179,13,26
186655,Charming Family House with Garden (6981/AL),Townhouse,Entire home/apt,Real Bed,1,15,Strict,16-02-2019 05:00,30-08-2011 04:00,29-10-2018 04:00,6,3,4,171,1,55,0,20,0,1,54,Portugal,PT,41.15206,-8.65228,897112,FALSE,Portugal,Helena,90,1,0,223,11,28
18675215,Modern Sunny Midtown Gem,Apartment,Entire home/apt,Real Bed,3,1125,moderate,06-03-2019 05:00,19-07-2017 04:00,22-09-2018 04:00,3,2,2,14,1,195,250,80,0,1,58,United States,US,40.74452,-73.98163,18838868,TRUE,United States,Leah,0,1,0,0,0,0
18682987,*** Next To Place Des Arts ***,Individual Apartments,Entire home/apt,Real Bed,1,1124,Strict,11-03-2019 04:00,04-06-2017 04:00,23-01-2019 05:00,4,1,1,16,1,250,250,75,35,2,52,Canada,CA,45.50504,-73.56397,318040,FALSE,Canada,Mike,100,70,15,265,33,57
18694750,Fabulous Beach Front Penthouse,Apartment,Entire home/apt,Real Bed,3,28,moderate,16-02-2019 05:00,15-07-2017 04:00,01-01-2019 05:00,8,3,4,12,2,200,300,25,25,9,60,Portugal,PT,41.30637,-8.73638,129967760,FALSE,Portugal,Manuela,100,1,30,324,60,90
18700419,Single Room PrivateBathroom MonthlyRental 3 單人套房月租,Apartment,Private room,Real Bed,28,1125,Strict,11-03-2019 04:00,15-07-2017 04:00,15-10-2017 04:00,1,0,1,0,1,181,0,0,0,1,0,Hong Kong,HK,22.32113,114.17016,30098437,TRUE,Hong Kong,Dragon Hostel,92,53,30,365,60,90
18704012,"Great, light filled room with ensuite private bath",Apartment,Private room,Real Bed,2,1125,moderate,06-03-2019 05:00,17-09-2017 04:00,15-10-2017 04:00,2,1,1,3,2,120,0,25,0,1,52,United States,US,40.7097,-73.94001,1038989,TRUE,United States,Kung,100,2,0,0,0,0
18707992,"Clean, bright & cozy bedroom /w convenient parking",Apartment,Private room,Real Bed,1,365,moderate,11-03-2019 04:00,23-08-2017 04:00,01-09-2018 04:00,1,1,1,9,1,50,0,6,0,1,55,Canada,CA,45.4797,-73.63139,104551495,FALSE,Canada,Zhen,100,1,9,159,39,69
18711459,THE ROOM WITH BALCONY in CIHANGIR + FREE WIFI,Apartment,Private room,Real Bed,2,1125,Strict,18-02-2019 05:00,23-08-2017 04:00,14-09-2018 04:00,1,0,1,0,1,237,0,0,0,1,0,Turkey,TR,41.02979,28.98043,128093488,FALSE,Turkey,Enes,100,4,11,11,11,11
18712467,Room with balcony,Apartment,Private room,Real Bed,3,112,moderate,08-03-2019 05:00,20-05-2017 04:00,14-09-2018 04:00,2,1,1,13,2,40,0,10,15,1,44,Spain,ES,41.40006,2.18269,23771677,TRUE,Spain,Roman,0,1,30,365,60,90
18721645,High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#2302,Individual Apartments,Entire home/apt,Real Bed,3,1125,Strict,06-03-2019 05:00,06-06-2017 04:00,25-01-2019 05:00,6,2,3,9,2,551,0,329,0,1,57,United States,US,21.27477,-157.8236,69552498,TRUE,United States,Captain Cook Resorts,100,156,4,179,16,27
18730346,Double room in Poble sec,Apartment,Private room,Real Bed,2,1125,flexible,08-03-2019 05:00,15-05-2017 04:00,18-11-2018 05:00,2,1,1,42,2,25,89,10,15,1,40,Spain,ES,41.37292,2.16187,130265495,FALSE,Spain,Dino,92,3,5,295,12,27
18734995,Big and luminous apartment in Little Italy,Apartment,Entire home/apt,Real Bed,2,1125,moderate,11-03-2019 04:00,21-05-2017 04:00,07-10-2018 04:00,5,2,2,18,1,250,0,50,0,1,56,Canada,CA,45.53344,-73.6159,686654,TRUE,Canada,Marie,100,1,0,0,0,0
18748105,One-Bedroom Apartment with Balcony,Individual Apartments,Entire home/apt,Real Bed,1,1125,Strict,08-03-2019 05:00,23-11-2017 05:00,19-02-2019 05:00,4,1,3,8,1,75,0,20,15,2,28,Spain,ES,41.40943,2.17851,113020313,TRUE,Spain,Javier,98,23,10,39,16,32
18769857,Cosy Terrace Studio,Apartment,Entire home/apt,Real Bed,1,365,moderate,16-02-2019 05:00,21-05-2017 04:00,04-01-2019 05:00,2,1,1,55,2,35,150,15,5,1,51,Portugal,PT,41.16112,-8.61902,130609625,TRUE,Portugal,Miguel,100,1,30,176,60,90
18772566,East Village Renovated Apartment,Apartment,Private room,Airbed,1,1125,Strict,06-03-2019 05:00,02-06-2017 04:00,08-10-2017 04:00,1,1,1,4,1,60,0,0,0,1,58,United States,US,40.73051,-73.98365,45406531,TRUE,United States,Skip,0,1,0,0,0,0
18776184,Spacious cozy apartment in Little Burgundy,Apartment,Entire home/apt,Real Bed,2,14,moderate,11-03-2019 04:00,15-06-2017 04:00,22-02-2019 05:00,3,1,2,74,1,90,300,60,25,2,59,Canada,CA,45.483,-73.57727,34920887,FALSE,Canada,Alfredo,100,1,25,65,53,65
18780832,Oporto Sunset Blue Balcony ❤,Apartment,Entire home/apt,Real Bed,2,1125,moderate,16-02-2019 05:00,05-07-2017 04:00,10-02-2019 05:00,4,2,3,109,2,75,0,10,10,2,51,Portugal,PT,41.14907,-8.60324,130706820,FALSE,Portugal,Mario,100,1,10,345,40,70
18793287,The Cov @ Marrickville (the Brooklyn of Sydney),House,Entire home/apt,Real Bed,2,1125,moderate,07-03-2019 05:00,04-06-2017 04:00,03-03-2019 05:00,4,2,2,24,1,200,500,120,0,1,52,Australia,AU,-33.91676,151.1542,12402075,FALSE,Australia,Joy,100,8,13,72,13,13
18809312,Cosy Double Room in a bright flat!,Apartment,Private room,Real Bed,2,1125,moderate,08-03-2019 05:00,06-06-2017 04:00,10-08-2018 04:00,2,1,1,8,2,70,200,35,10,1,51,Spain,ES,41.406,2.16072,2059850,TRUE,Spain,Milena,100,1,28,113,58,88
1882020,FURNISHED BACHELOR APARTMENT,Apartment,Entire home/apt,Real Bed,1,1125,Strict,11-03-2019 04:00,29-12-2013 05:00,31-07-2015 04:00,2,1,1,33,2,60,0,0,0,1,48,Canada,CA,45.53707,-73.60503,9797561,FALSE,Canada,Pamela & Fernando,0,1,0,0,0,0
18824084,Central location,Apartment,Entire home/apt,Real Bed,30,181,flexible,18-02-2019 05:00,29-12-2013 05:00,26-02-2018 05:00,5,4,5,0,1.5,221,0,0,0,1,0,Turkey,TR,41.05292,28.98612,131069563,FALSE,Turkey,Elif,0,1,30,365,60,90
18841207,Newly renovated home,House,Private room,Real Bed,4,30,Strict,07-03-2019 05:00,09-06-2017 04:00,26-02-2018 05:00,2,1,2,7,1.5,75,0,0,0,1,54,Australia,AU,-33.97391,151.09262,115306074,FALSE,Australia,May,100,2,4,147,26,56
18841656,D5.Cozy Private Room for 4 Guest(Private Bathroom),Hotel,Private room,Real Bed,1,1125,Strict,11-03-2019 04:00,11-07-2017 04:00,18-02-2019 05:00,4,1,2,13,1,2002,0,0,0,1,52,Hong Kong,HK,22.2987,114.17269,130857174,TRUE,Hong Kong,Ellen,100,31,7,144,32,53
18848869,Bedroom in a Cozy Apartment,Apartment,Private room,Real Bed,2,60,flexible,07-03-2019 05:00,16-07-2017 04:00,17-07-2018 04:00,2,1,1,20,2,51,0,0,0,1,46,United States,US,40.81711,-73.93563,131293304,FALSE,United States,Tobi,100,1,1,16,1,16
18849075,JF Cozy Apartment Blue,Apartment,Entire home/apt,Real Bed,2,1125,Strict,16-02-2019 05:00,27-06-2017 04:00,10-02-2019 05:00,4,1,1,59,2,70,150,22,20,2,57,Portugal,PT,41.14868,-8.61336,28389484,FALSE,Portugal,Maria,100,5,19,294,32,43
18859786,Luxury Retreat On Maunalani Heights Honolulu,Bungalow,Entire home/apt,Real Bed,1,30,flexible,06-03-2019 05:00,16-07-2017 04:00,25-02-2019 05:00,4,0,2,102,1,180,0,0,0,1,57,United States,US,21.29712,-157.78795,91922030,FALSE,United States,Michael,100,2,0,296,9,28
1886978,Sunny & Budget Friendly,Townhouse,Private room,Real Bed,5,90,Strict,07-03-2019 05:00,03-12-2013 05:00,24-11-2018 05:00,2,1,1,78,1,32,110,33,10,1,53,United States,US,40.64674,-73.89501,9522524,FALSE,United States,Nancy & Patrick,100,6,16,304,39,69
18877786,近大学24小时安保豪华公寓长短租,Apartment,Entire home/apt,Real Bed,180,1000,flexible,11-03-2019 04:00,03-12-2013 05:00,18-09-2017 04:00,3,1,2,0,1,105,0,0,0,1,0,Canada,CA,45.49594,-73.57264,131542702,FALSE,Canada,Wang,0,1,30,365,60,90
18887229,kiralık oda,private home,Private room,Real Bed,7,10,flexible,18-02-2019 05:00,03-12-2013 05:00,18-09-2017 04:00,3,0,1,0,1,47,0,50,50,3,0,Turkey,TR,40.98823,29.05299,131612537,FALSE,Turkey,Can,0,1,30,365,60,90
18891380,Room in a historical apartment in Beyoglu.,Serviced apartment,Private room,Real Bed,3,1125,moderate,18-02-2019 05:00,15-09-2017 04:00,18-09-2017 04:00,2,1,1,2,1,111,0,0,119,2,60,Turkey,TR,41.03494,28.98141,131637799,FALSE,Turkey,Ahmet,0,1,29,89,59,89
18905958,Private room between Bondi Beach and Junction,Apartment,Private room,Real Bed,1,1125,flexible,07-03-2019 05:00,08-06-2017 04:00,11-06-2017 04:00,1,1,1,2,1,50,0,0,0,1,1,Australia,AU,-33.89161,151.26665,27036805,TRUE,Australia,Eric,0,1,0,0,0,0
18908638,Renovated 20min train to enter city 5min to subway,Townhouse,Private room,Real Bed,2,28,Strict,07-03-2019 05:00,11-06-2017 04:00,26-02-2019 05:00,1,1,1,90,1,41,199,0,15,1,56,United States,US,40.63993,-73.98209,20438455,FALSE,United States,Jason,100,2,22,82,52,82
18909301,The Porto Concierge - Horus House,Apartment,Entire home/apt,Real Bed,2,1125,moderate,16-02-2019 05:00,28-05-2017 04:00,06-01-2019 05:00,4,2,3,30,2,50,0,20,0,1,41,Portugal,PT,41.1671,-8.61001,131782286,FALSE,Portugal,Jose,100,1,20,329,50,76
18914730,IDEALLY LOCATED COZY COTTAGE,Guesthouse,Entire home/apt,Real Bed,1,29,Strict,07-03-2019 05:00,29-05-2017 04:00,18-02-2019 05:00,2,0,1,232,1,95,100,15,20,2,57,United States,US,40.83051,-73.82511,1776707,TRUE,United States,Luis,100,2,23,352,50,78
18916525,Spacious studio in tranquil environment,Apartment,Entire home/apt,Real Bed,2,90,moderate,11-03-2019 04:00,04-06-2017 04:00,15-08-2017 04:00,2,1,1,3,2,589,0,200,0,1,59,Hong Kong,HK,22.28357,114.13245,131847600,FALSE,Hong Kong,Mátyás,0,1,0,0,0,0
18917022,Beach House Manly Apartment 4,Apartment,Entire home/apt,Real Bed,1,1125,Strict,07-03-2019 05:00,08-07-2017 04:00,09-02-2019 05:00,5,2,2,12,1,195,200,60,20,4,32,Australia,AU,-33.80149,151.29402,5818194,TRUE,Australia,Rod,92,8,0,0,0,0
18917356,"Double sized room with king bed, perfect location",Townhouse,Private room,Real Bed,2,1125,flexible,07-03-2019 05:00,28-05-2017 04:00,17-06-2017 04:00,2,1,1,3,1.5,63,0,0,0,1,60,Australia,AU,-33.89957,151.19156,20373808,TRUE,Australia,Matt,0,1,0,0,0,0
18917540,Sunny Modern Bedroom 30 seconds from Subway!,Apartment,Private room,Real Bed,2,1125,Strict,06-03-2019 05:00,29-05-2017 04:00,04-01-2019 05:00,2,1,1,13,2,100,300,50,0,1,57,United States,US,40.75844,-73.93154,779551,FALSE,United States,Lana,100,2,0,0,0,0
18918530,Waikiki Studio with Kitchenette 5 min to beach,Apartment,Entire home/apt,Real Bed,1,1125,moderate,06-03-2019 05:00,02-06-2017 04:00,02-03-2019 05:00,2,1,1,110,2,80,100,80,0,1,55,United States,US,21.277,-157.82339,131866134,FALSE,United States,Jian,100,1,4,40,6,11
18925556,H MERIDIANA 1,Apartment,Private room,Real Bed,32,365,Strict,08-03-2019 05:00,02-06-2017 04:00,13-01-2018 05:00,2,1,1,0,2,19,100,20,15,1,0,Spain,ES,41.41361,2.187,34964499,FALSE,Spain,Catherine,71,26,0,264,0,0
18935312,Club Cliff for a great beach vacation.,Townhouse,Entire home/apt,Real Bed,5,28,flexible,07-03-2019 05:00,14-08-2017 04:00,13-01-2018 05:00,6,3,3,2,2.5,600,0,200,10,1,58,Australia,AU,-33.80067,151.28998,3491167,FALSE,Australia,Maryanne,0,1,27,88,57,87
18944834,Huge private bedroom in the heart of Manhattan,Apartment,Private room,Real Bed,2,1125,Strict,06-03-2019 05:00,22-06-2017 04:00,31-12-2018 05:00,1,1,1,41,1,72,100,20,0,2,60,United States,US,40.76387,-73.9618,5295202,TRUE,United States,Uly,100,1,0,0,0,0
18954080,Kutu gibi Ev,Apartment,Private room,Real Bed,1,10,flexible,18-02-2019 05:00,18-03-2018 04:00,23-07-2018 04:00,1,0,1,3,1,47,0,30,30,2,58,Turkey,TR,41.02515,29.01925,132158539,FALSE,Turkey,Evrim,33,1,30,365,60,90
1897001,"GIANT! Perfect for families, in the center of NYC",Apartment,Entire home/apt,Real Bed,5,1125,moderate,06-03-2019 05:00,05-01-2014 05:00,31-03-2018 04:00,5,2,4,33,2,399,0,200,0,1,58,United States,US,40.75463,-73.97062,9854533,TRUE,United States,Izzy,83,1,11,48,12,12
18994805,Chambre double- à deux pas du métro,Apartment,Private room,Real Bed,1,3,flexible,11-03-2019 04:00,08-06-2017 04:00,18-06-2017 04:00,2,1,1,3,2,23,0,0,0,1,45,Canada,CA,45.54549,-73.63168,132500182,FALSE,Canada,Ève,0,1,0,0,0,0
18999236,Cebu Hotel Deluxe Single Room #3 Ensuite Bathroom,Guesthouse,Private room,Real Bed,1,31,Strict,11-03-2019 04:00,03-06-2017 04:00,08-03-2019 05:00,1,0,1,34,1,196,0,39,0,1,38,Hong Kong,HK,22.29738,114.17237,32819217,FALSE,Hong Kong,Cebu,100,15,30,143,60,90
19005784,Hong Kong City CBD Hung Hom Apartment紅磡 民宿公寓:),Apartment,Entire home/apt,Real Bed,3,1125,Strict,11-03-2019 04:00,17-06-2017 04:00,11-02-2019 05:00,4,1,2,44,2,683,2000,380,160,2,48,Hong Kong,HK,22.30627,114.18214,131593788,FALSE,America,Kristina,71,4,6,177,20,50
19014550,Amazing Gardens in Oceanfront Resort 8202,Townhouse,Entire home/apt,Real Bed,5,1125,Strict,06-03-2019 05:00,06-07-2017 04:00,14-02-2019 05:00,5,2,4,38,2,159,150,150,50,5,54,United States,US,19.57224,-155.96569,80789381,TRUE,United States,Brad,100,4,4,217,9,26
19018752,Suíte na Barra-Jeunesse,Hotel,Private room,Real Bed,1,1125,Strict,11-02-2019 05:00,04-06-2017 04:00,25-09-2017 04:00,2,1,1,3,1,86,0,70,0,1,60,Brazil,BR,-22.96855358,-43.38685996,132447942,FALSE,Brazil,Cassiana,83,1,30,33,33,33
19028601,"Double room, livingroom and terrace",Apartment,Private room,Real Bed,15,1124,Strict,08-03-2019 05:00,05-07-2017 04:00,25-02-2018 05:00,2,1,1,6,2,25,100,30,15,1,60,Spain,ES,41.40124,2.15207,124450485,FALSE,Spain,Andrea,0,1,0,0,0,0
19029043,CL Ildefonso I Apartment,Apartment,Entire home/apt,Real Bed,2,1125,Strict,16-02-2019 05:00,25-06-2017 04:00,30-12-2018 05:00,4,1,1,39,2,75,1000,35,5,2,59,Portugal,PT,41.1459,-8.60232,112290924,FALSE,Portugal,António,100,6,21,346,51,78
19030149,"Beautiful, Comfortable Apt. in Convenient Location",House,Entire home/apt,Real Bed,2,28,moderate,07-03-2019 05:00,10-07-2017 04:00,17-02-2019 05:00,6,2,3,65,1,110,0,79,15,4,55,United States,US,40.67488,-73.85568,182461,TRUE,United States,Jose,100,2,5,39,6,22
19030572,★ Luxury Loft | Pool | Gym | Spotless ★,Apartment,Entire home/apt,Real Bed,2,1125,moderate,11-03-2019 04:00,12-06-2017 04:00,18-02-2019 05:00,2,1,1,37,2,60,500,70,0,1,57,Canada,CA,45.48112,-73.58786,16139116,FALSE,Canada,Shereen,90,1,9,9,9,9
19036802,Luminous Vintage Room near Plaza España,Apartment,Private room,Real Bed,2,1125,Strict,08-03-2019 05:00,24-06-2017 04:00,16-02-2019 05:00,2,1,1,87,2,25,0,4,20,2,47,Spain,ES,41.3646,2.13769,7956108,TRUE,Spain,Stephanie & Edgardo,100,3,3,75,13,30
19037045,Cosy Studio / pool / barbecue / sunny lounge,Apartment,Entire home/apt,Real Bed,2,90,Strict,16-02-2019 05:00,27-06-2017 04:00,15-10-2018 04:00,3,2,2,25,1,60,0,30,15,2,52,Portugal,PT,41.18382,-8.60968,6250742,FALSE,Portugal,Fred,100,12,30,351,60,87
19038282,KONA COUNTRY CLUB VILLAS,Barn,Entire home/apt,Real Bed,7,1125,Strict,06-03-2019 05:00,27-07-2017 04:00,08-11-2018 05:00,4,2,3,19,2,135,250,175,50,5,57,United States,US,19.56773,-155.95926,132684961,FALSE,United States,David & Faythe,100,1,6,141,11,11
19044796,Habitación en Villa Olímpica,Apartment,Private room,Real Bed,2,10,flexible,08-03-2019 05:00,18-06-2017 04:00,27-02-2019 05:00,2,1,1,92,2,30,0,12,20,1,57,Spain,ES,41.39356,2.1966,77652983,FALSE,Spain,Inaki,100,1,6,67,15,21
19049757,Liiiving in Porto | Foz Terrace Studio,Apartment,Entire home/apt,Real Bed,3,1125,moderate,16-02-2019 05:00,27-07-2017 04:00,09-06-2018 04:00,3,2,2,4,1,100,150,30,25,2,53,Portugal,PT,41.16195,-8.67971,30907275,TRUE,Portugal,Liiiving,100,82,23,348,53,83
19050582,Clérigos Apartments - Apt. 4E for 2/3 Pax,Loft,Entire home/apt,Real Bed,2,1125,Strict,16-02-2019 05:00,10-08-2017 04:00,06-01-2019 05:00,3,1,2,83,1,65,0,15,0,2,55,Portugal,PT,41.14511,-8.61434,130612073,FALSE,Portugal,3M'S - City & Country Rentals,100,3,0,318,13,43
19056339,Nautical Nest,House,Entire home/apt,Real Bed,2,1125,Strict,06-03-2019 05:00,16-07-2017 04:00,16-02-2019 05:00,4,1,2,54,1,120,0,100,25,3,59,United States,US,21.41743,-157.74895,112105371,TRUE,United States,Shawna,100,2,3,263,12,22
19057068,Conduit Rd Luxury Mid-Levels Apt,Apartment,Entire home/apt,Real Bed,3,1125,Strict,11-03-2019 04:00,07-11-2017 05:00,07-11-2017 05:00,3,1,2,1,1,1499,2000,500,0,1,0,Hong Kong,HK,22.27814,114.14943,131896044,FALSE,Hong Kong,Niels,0,1,0,0,0,0
19060682,Akin YellowHouse 2nd floor twin room good location,Apartment,Private room,Real Bed,2,1125,moderate,18-02-2019 05:00,07-11-2017 05:00,04-03-2019 05:00,2,1,1,0,2,142,0,0,0,1,0,Turkey,TR,41.02957,28.94917,33729698,TRUE,Turkey,Tahir,100,5,27,362,57,87
19061599,Stunning vintage room with AC (old town),Apartment,Private room,Real Bed,1,25,Strict,08-03-2019 05:00,04-06-2017 04:00,04-03-2019 05:00,2,1,1,202,2,65,0,10,0,1,57,Spain,ES,41.38499,2.18339,131483077,FALSE,Spain,Ana & Tony,96,2,5,306,17,32
19063118,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,House,Private room,Real Bed,1,7,Strict,06-03-2019 05:00,03-06-2017 04:00,07-10-2018 04:00,1,1,1,106,1,50,0,0,0,1,56,United States,US,40.69502,-73.8252,22959695,TRUE,United States,Gurpreet  Singh,88,8,0,0,0,0
19068240,"1BR condo, full kitchen, Lanai, value in Kapaa",Individual Apartments,Entire home/apt,Real Bed,3,1125,Strict,06-03-2019 05:00,29-06-2017 04:00,28-12-2018 05:00,2,1,1,20,1,129,0,120,0,1,50,United States,US,22.05532,-159.32473,28230850,FALSE,United States,Robert,100,3,4,172,6,11
19070513,❤ of NYC | Walk + Transit Score 100 | King Bed,Apartment,Entire home/apt,Real Bed,2,1125,Strict,06-03-2019 05:00,07-08-2017 04:00,03-03-2019 05:00,3,2,2,58,1,170,200,100,35,2,57,United States,US,40.77352,-73.95811,37695070,TRUE,United States,Sanjay,100,1,9,65,14,16
1907162,A beach break AND a lake!,Apartment,Entire home/apt,Real Bed,3,1125,Strict,07-03-2019 05:00,04-01-2014 05:00,06-01-2019 05:00,4,2,1,4,2,300,200,75,0,1,38,Australia,AU,-33.71992,151.29793,9898323,FALSE,Australia,Teri,100,1,29,364,59,89
19080306,Cozy basement with 2 bedrooms for 4 people in NDG,House,Entire home/apt,Real Bed,2,7,moderate,11-03-2019 04:00,11-06-2017 04:00,20-08-2018 04:00,5,2,3,53,1,74,0,54,21,4,56,Canada,CA,45.46425,-73.6434,4435799,FALSE,Canada,Sakina,100,1,0,0,0,0
19083972,450sf entire place in Kennedy Town,Apartment,Entire home/apt,Real Bed,3,365,flexible,11-03-2019 04:00,22-06-2017 04:00,03-03-2019 05:00,2,1,1,39,2,400,0,0,0,1,52,Hong Kong,HK,22.28313,114.13009,57060253,FALSE,Hong Kong,Mandy,100,2,6,315,16,40
19086528,Condo familiale 4 chambres près du centre-ville !,Apartment,Entire home/apt,Real Bed,7,21,Strict,11-03-2019 04:00,25-06-2017 04:00,12-03-2018 04:00,6,4,4,14,1.5,170,0,0,10,1,60,Canada,CA,45.52764,-73.54923,133295031,FALSE,Canada,Pascal,0,1,23,83,53,83
19094047,Family Espinho Porto Guesthouse - Silva.,House,Private room,Real Bed,1,1125,moderate,16-02-2019 05:00,25-06-2017 04:00,17-02-2019 05:00,2,1,1,0,3,70,100,10,0,1,0,Portugal,PT,41.00946,-8.64322,133143521,FALSE,Portugal,Eduardo,100,6,29,263,59,89
19095535,MongkoK MTR:Family Hotel for 4 ppl,Hotel,Private room,Real Bed,1,1125,Strict,11-03-2019 04:00,12-07-2017 04:00,17-02-2019 05:00,4,1,2,28,1,447,0,0,0,1,37,Hong Kong,HK,22.32245,114.16977,31113999,TRUE,Hong Kong,Selena,100,42,21,160,51,81
19098733,Cozy Efficiency Studio on Best West Chelsea Block!,Apartment,Entire home/apt,Real Bed,30,180,Strict,07-03-2019 05:00,16-07-2018 04:00,16-07-2018 04:00,2,1,1,1,2,149,300,75,0,1,10,United States,US,40.74619,-74.00559,82920107,FALSE,United States,Zach,96,3,5,339,35,65
19100444,Wonderful double-room centrally located,Apartment,Private room,Real Bed,2,1125,moderate,08-03-2019 05:00,19-06-2017 04:00,01-03-2019 05:00,2,1,1,32,2,26,100,20,18,1,53,Spain,ES,41.40525,2.17691,133432723,TRUE,Spain,Victoria & Ivan,100,1,25,107,55,82
19101306,[NEW] West Village Dream Home!,Apartment,Entire home/apt,Real Bed,3,60,Strict,07-03-2019 05:00,08-06-2017 04:00,10-02-2019 05:00,6,2,3,37,1,325,0,125,0,1,49,United States,US,40.73605,-74.00258,70171973,TRUE,United States,Joshua,92,1,18,203,29,50
1910291,"Fantastic Studio, Heart of Central",Apartment,Entire home/apt,Real Bed,2,1125,Strict,11-03-2019 04:00,19-11-2013 05:00,06-03-2019 05:00,2,1,1,147,2,848,1000,150,0,1,54,Hong Kong,HK,22.28091,114.15313,2083001,TRUE,Hong Kong,Krystal & Ryan,98,5,16,351,46,76
19104230,Air conditioned townhouse with furnished room!!,Townhouse,Private room,Real Bed,1,31,Strict,06-03-2019 05:00,20-06-2017 04:00,23-02-2019 05:00,2,1,1,91,1.5,85,0,25,0,1,60,United States,US,21.32452,-158.07366,13161520,TRUE,United States,James,100,3,29,356,51,81
19105533,"Bright, airy comfortable 1-bedroom apartment",Apartment,Entire home/apt,Real Bed,2,1125,Strict,11-03-2019 04:00,12-07-2017 04:00,26-12-2018 05:00,4,1,2,5,2,801,0,196,769,1,49,Hong Kong,HK,22.30356,114.01098,43399557,FALSE,Hong Kong,Alex,100,1,9,344,39,69
191079,Single private room(Gray),Apartment,Private room,Real Bed,10,1124,Strict,18-02-2019 05:00,05-07-2012 04:00,17-09-2018 04:00,1,1,1,20,1,63,0,0,30,1,53,Turkey,TR,41.02976,28.97604,666066,TRUE,Turkey,Ali,100,13,0,262,0,0
19113128,TPC - Ribeira Marchands d’Or Apartment,Apartment,Entire home/apt,Real Bed,2,1125,moderate,16-02-2019 05:00,12-06-2017 04:00,04-01-2019 05:00,3,2,2,77,1,60,0,15,15,2,37,Portugal,PT,41.14211,-8.6137,133551018,FALSE,Portugal,Josiane,100,2,30,362,60,90
19117590,Ala Moana Hotel 1616 Studio City/Ocean View - 1K,Apartment,Entire home/apt,Real Bed,1,1125,Strict,06-03-2019 05:00,25-07-2017 04:00,11-05-2018 04:00,2,1,1,2,2,316,0,125,0,2,40,United States,US,21.29116,-157.83967,130485798,FALSE,United States,Gaia Hawaii Vacation Rentals,100,30,14,246,44,74
