_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,security_deposit,cleaning_fee,extra_people,guests_included,Total_review_scores_per,Country,Country_Code,Latitude,Longitude,host_id,host_identity_verified,host_location,host_name,host_response_rate,host_total_listings_count,availability_30,availability_365,availability_60,availability_90
24521177,Yindi One Boavista,Apartment,Entire home/apt,Real Bed,2,1124,moderate,16-02-2019 05:00,25-04-2018 04:00,10-01-2019 05:00,2,1,1,15,2,50,0,15,0,2,50,Portugal,PT,41.15895,-8.62669,184861274,FALSE,Portugal,Diogo,100,2,0,46,0,0
24527330,City Centre & Calm Room,Apartment,Entire home/apt,Real Bed,3,1125,moderate,18-02-2019 05:00,09-05-2018 04:00,30-01-2019 05:00,2,1,1,25,2,179,0,0,0,1,43,Turkey,TR,41.03971,28.98269,185287512,FALSE,Turkey,Şakir,100,3,24,65,42,65
24528857,Georgeos Penthouse with terrace,Apartment,Entire home/apt,Real Bed,31,1125,Strict,08-03-2019 05:00,12-05-2018 04:00,18-06-2018 04:00,4,1,1,2,2,58,500,60,0,1,54,Spain,ES,41.39382,2.1728,63048416,FALSE,Spain,Carla,100,15,24,300,25,55
2453739,Awesome Child Friendly Apartment!,Apartment,Entire home/apt,Real Bed,5,7,moderate,06-03-2019 05:00,30-03-2014 04:00,21-08-2018 04:00,4,2,3,7,2,100,300,50,0,1,59,United States,US,40.67652,-73.95713,6369087,FALSE,United States,Andrea,0,1,0,0,0,0
245574,Brooklyn Brownstone apartment,Apartment,Entire home/apt,Real Bed,2,30,Strict,07-03-2019 05:00,18-10-2011 04:00,16-02-2019 05:00,4,1,2,175,2,180,200,140,15,2,48,United States,US,40.6889,-73.95383,1288460,TRUE,United States,Al-,88,1,12,286,16,18
2456142,Spacious 2 Bedroom Apartment,Apartment,Entire home/apt,Real Bed,3,1125,moderate,07-03-2019 05:00,24-06-2014 04:00,30-03-2015 04:00,4,2,2,3,2,161,134,60,0,3,28,Australia,AU,-33.86715,151.27519,12560476,TRUE,Australia,Dave,0,1,0,0,0,0
24574651,Cosy place with a balcony.,Individual Apartments,Entire home/apt,Real Bed,1,1125,Strict,11-03-2019 04:00,04-08-2018 04:00,17-02-2019 05:00,4,2,2,26,1,1900,0,0,0,1,57,Hong Kong,HK,22.29162,113.94273,6835975,TRUE,Hong Kong,Yulia,100,1,20,80,50,80
24579565,Repos de Ouro  Street of city park,Apartment,Entire home/apt,Real Bed,3,1125,flexible,16-02-2019 05:00,11-08-2018 04:00,01-01-2019 05:00,6,3,4,3,2,120,0,48,0,1,42,Portugal,PT,41.16035,-8.65454,138584896,FALSE,France,Carla,100,2,29,73,59,73
2458782,Cozy Double Rm 4 next to Jordan MTR,Apartment,Private room,Real Bed,1,1125,Strict,11-03-2019 04:00,28-06-2015 04:00,15-12-2018 05:00,2,1,1,58,2,338,0,0,0,1,40,Hong Kong,HK,22.30672,114.17219,4048151,FALSE,Hong Kong,Stephen,90,8,15,84,15,15
24608152,Ocean Views and Pool Lounging in 3-bed near Beach,Guesthouse,Entire home/apt,Real Bed,2,30,moderate,07-03-2019 05:00,21-05-2018 04:00,15-02-2019 05:00,4,3,3,17,1,100,350,209,30,3,47,Australia,AU,-33.75595,151.29039,184943271,FALSE,Philippines,Godelieve,100,1,0,0,0,0
24608765,Luxury Serviced Apt with Harbour Sea View 红磡高级海景公寓,Serviced apartment,Entire home/apt,Real Bed,2,1125,flexible,11-03-2019 04:00,14-05-2018 04:00,30-05-2018 04:00,4,2,3,2,1,761,0,117,0,1,58,Hong Kong,HK,22.30004,114.18605,185625792,FALSE,Hong Kong,Amber,0,3,0,0,0,0
24615811,"Causeway Bay, For 2  . walk to Times Square (1d)",Apartment,Private room,Real Bed,29,1125,flexible,11-03-2019 04:00,14-05-2018 04:00,07-11-2018 05:00,2,1,1,0,2,283,1000,100,0,1,0,Hong Kong,HK,22.27852,114.18425,97240131,FALSE,Hong Kong,Jov,98,229,29,364,59,89
2462714,Suen Apart,Apartment,Entire home/apt,Real Bed,1,1125,moderate,18-02-2019 05:00,14-05-2018 04:00,07-11-2018 05:00,2,1,1,0,2,417,0,0,0,1,0,Turkey,TR,41.03038,28.97933,12594621,FALSE,Turkey,Mehmet Fasih,0,1,30,365,60,90
24627916,"Apartment for 4 people, near the beach!",Apartment,Entire home/apt,Real Bed,2,15,Strict,11-02-2019 05:00,14-05-2018 04:00,07-11-2018 05:00,4,1,1,0,2,168,0,150,40,2,0,Brazil,BR,-22.98350856,-43.20362664,184823316,FALSE,Brazil,Luiza,100,10,16,76,46,76
2462948,Barcelona Just Like Home - Green,Apartment,Entire home/apt,Real Bed,2,1125,moderate,08-03-2019 05:00,02-06-2014 04:00,07-11-2018 05:00,5,2,3,14,1,120,300,0,20,2,50,Spain,ES,41.37637,2.13627,12595517,FALSE,Spain,Barcelona,100,3,22,37,27,37
24640187,Cozy room in Galata,Serviced apartment,Private room,Real Bed,3,30,Strict,18-02-2019 05:00,02-06-2014 04:00,08-07-2014 04:00,2,1,1,0,1,69,0,150,26,1,0,Turkey,TR,41.02702,28.97536,186211128,FALSE,Turkey,Öykü,100,3,9,56,9,9
2464745,Confortável e pertinho da praia!,Apartment,Entire home/apt,Real Bed,3,1125,Strict,11-02-2019 05:00,18-06-2014 04:00,08-07-2014 04:00,6,2,3,4,2,246,400,200,20,5,53,Brazil,BR,-22.9698657,-43.18076965,8996394,TRUE,Brazil,Telma,0,2,0,0,0,0
24647767,2 Queen Beds Sunny Rm (2-4 people) next to TST MTR,Apartment,Private room,Real Bed,2,30,moderate,11-03-2019 04:00,13-05-2018 04:00,02-03-2019 05:00,4,1,2,52,2,793,1000,50,100,4,54,Hong Kong,HK,22.30012,114.17145,25886059,TRUE,Hong Kong,Anthony,99,9,7,47,20,47
24652262,Old City/Blue Mosque/St. Sophia,Hotel,Private room,Real Bed,2,1125,moderate,18-02-2019 05:00,13-05-2018 04:00,25-01-2019 05:00,4,1,3,0,1,174,0,0,0,1,0,Turkey,TR,41.00321,28.98025,152810923,FALSE,Turkey,Azamatjon,100,10,28,284,58,88
24652972,Modern style house which is close to Atatürk airp.,Townhouse,Entire home/apt,Real Bed,3,7,flexible,18-02-2019 05:00,08-07-2018 04:00,25-01-2019 05:00,2,2,1,5,1,211,596,30,149,1,58,Turkey,TR,40.99693,28.7871,186197514,FALSE,Turkey,Can,71,1,0,140,20,50
24660064,"Large, comfy & bright North Sydney 1 bed apartment",Apartment,Entire home/apt,Real Bed,2,21,Strict,07-03-2019 05:00,12-05-2018 04:00,20-02-2019 05:00,2,1,1,31,2,80,150,100,0,1,48,Australia,AU,-33.84401,151.21632,17714205,TRUE,Australia,Stephen (Sydney Holiday Rentals),98,8,7,38,29,38
24662841,DA'Home - Almada Unique Apartment,Apartment,Entire home/apt,Real Bed,2,1124,moderate,16-02-2019 05:00,12-05-2018 04:00,21-01-2019 05:00,3,2,2,40,1,60,0,15,5,2,57,Portugal,PT,41.14971,-8.61292,148125813,FALSE,Portugal,DaHome,100,7,15,334,32,59
2467258,The Club Suite (King & sofa bed),Apartment,Entire home/apt,Real Bed,31,1125,Strict,11-03-2019 04:00,02-07-2014 04:00,20-08-2014 04:00,4,1,1,2,2,191,500,0,0,2,60,Canada,CA,45.49998,-73.58108,4151556,TRUE,Canada,Shannon,100,12,30,365,60,90
24672681,"Ideal for family, near subway station",Townhouse,Entire home/apt,Real Bed,4,15,Strict,11-03-2019 04:00,06-06-2018 04:00,06-06-2018 04:00,5,3,4,1,2,199,1000,80,0,1,60,Canada,CA,45.5496,-73.64632,19072430,FALSE,Canada,Veronique,0,1,0,0,0,0
2467377,Centrally located in Bayside / Nice,Apartment,Private room,Real Bed,3,1125,flexible,07-03-2019 05:00,10-11-2016 05:00,15-01-2019 05:00,1,1,1,8,1,90,0,0,0,1,60,United States,US,40.78645,-73.77958,7801481,TRUE,United States,Inez,100,2,0,35,0,0
24675658,"Your place for Sea, Cellars & Porto! (parking inc)",Apartment,Entire home/apt,Real Bed,2,31,Strict,16-02-2019 05:00,06-05-2018 04:00,01-02-2019 05:00,6,2,3,31,1.5,63,150,35,15,4,57,Portugal,PT,41.12854,-8.6419,37817760,FALSE,Portugal,Sílvia,100,1,6,173,12,23
24693627,"GRACIA SUITE, cozy 1 bedroom apt, great location",Apartment,Entire home/apt,Real Bed,32,330,flexible,08-03-2019 05:00,29-12-2018 05:00,29-12-2018 05:00,2,1,1,1,2,49,0,0,0,1,32,Spain,ES,41.39902,2.16417,1310304,FALSE,Spain,Luis,100,14,0,256,0,6
24717812,Conjugado Leblon 10min da praia e 5min metrô a pé.,Apartment,Entire home/apt,Real Bed,1,1125,moderate,11-02-2019 05:00,28-05-2018 04:00,20-01-2019 05:00,3,1,2,19,1,201,0,100,25,2,60,Brazil,BR,-22.98140315,-43.22393927,42231582,FALSE,Brazil,Thaisa,100,1,7,57,27,57
24735009,Adjacent house in Outremont,House,Entire home/apt,Real Bed,5,1125,flexible,11-03-2019 04:00,26-06-2018 04:00,06-08-2018 04:00,13,7,8,3,3,450,1500,175,20,13,41,Canada,CA,45.50395,-73.62714,6310602,FALSE,Canada,Céline,0,5,0,76,0,8
24735200,Private room in Coogee,Apartment,Private room,Real Bed,5,27,flexible,07-03-2019 05:00,09-05-2018 04:00,27-05-2018 04:00,2,1,1,2,2,50,0,50,0,1,60,Australia,AU,-33.9208,151.25051,133209903,FALSE,Australia,Natalia,0,1,0,0,0,0
24735442,中环家电齐全长短租均可,Apartment,Private room,Real Bed,30,1125,flexible,11-03-2019 04:00,09-05-2018 04:00,29-05-2018 04:00,2,1,1,0,2,683,0,0,0,1,0,Hong Kong,HK,22.28446,114.14901,108514076,FALSE,China,David,0,1,27,87,57,87
24740074,Cosy Loft in the Heart of Borne,Loft,Private room,Real Bed,2,1125,Strict,08-03-2019 05:00,03-05-2018 04:00,29-05-2018 04:00,3,1,2,3,1,70,0,0,0,1,24,Spain,ES,41.38683,2.18038,140936340,FALSE,Saudi Arabia,Anna,0,4,0,0,0,0
24748967,"Piso en el centro,  habitación individual,",Apartment,Private room,Real Bed,1,1125,flexible,08-03-2019 05:00,12-05-2018 04:00,24-06-2018 04:00,1,1,1,6,1,45,0,10,0,1,60,Spain,ES,41.38471,2.15149,186901907,FALSE,Spain,Mirla,0,2,0,0,0,0
24751719,"Plumeria House, Poipu Home with a View",House,Entire home/apt,Real Bed,3,1124,Strict,06-03-2019 05:00,31-07-2018 04:00,24-02-2019 05:00,14,4,7,8,3.5,675,1000,425,0,1,59,United States,US,21.8749,-159.44654,187130567,FALSE,United States,Carla,100,1,4,151,9,13
24755982,"Very Safe, Peaceful, Reliable Istanbul can show.",Individual Apartments,Private room,Real Bed,1,1125,flexible,18-02-2019 05:00,10-01-2019 05:00,10-01-2019 05:00,2,2,2,1,1,301,0,0,0,1,60,Turkey,TR,41.05377,28.78166,41396911,FALSE,Turkey,Ali,100,1,29,179,59,89
24779608,Décima-Quarta Esquadra — r/C,Apartment,Private room,Real Bed,2,1125,Strict,16-02-2019 05:00,10-06-2018 04:00,10-06-2018 04:00,2,1,1,1,2,35,0,30,25,1,60,Portugal,PT,41.14587,-8.6312,19998744,FALSE,Portugal,Marlene,100,3,22,249,47,72
24785954,Single Room TH,Hotel,Private room,Real Bed,1,90,Strict,11-03-2019 04:00,18-11-2018 05:00,18-11-2018 05:00,1,1,1,1,1,228,0,0,0,1,28,Hong Kong,HK,22.3044,114.17065,187409759,FALSE,Hong Kong,Temple,65,5,15,15,15,15
24800927,Secret room2,Apartment,Private room,Real Bed,3,1125,Strict,08-03-2019 05:00,07-06-2018 04:00,09-10-2018 04:00,2,1,1,11,2,20,0,5,0,1,36,Spain,ES,41.41263,2.21656,128078641,FALSE,Spain,Sergio,80,6,0,0,0,0
24806307,Ruby Charm Houses 7,House,Entire home/apt,Real Bed,1,28,Strict,16-02-2019 05:00,20-08-2018 04:00,06-01-2019 05:00,3,1,2,3,2,50,200,35,25,2,60,Portugal,PT,41.15974,-8.60737,8843516,FALSE,Portugal,Maria João,100,2,27,318,51,75
24807963,"New & Clean Single Room in TST, next to MTR!",Hostel,Private room,Real Bed,2,1125,moderate,11-03-2019 04:00,20-05-2018 04:00,02-03-2019 05:00,1,1,1,49,1,377,0,50,0,1,52,Hong Kong,HK,22.29879,114.17189,128381201,FALSE,Hong Kong,Yuki,100,12,13,66,36,66
24809999,#Cosy Private Room #5mins to Mei Foo Metro,Individual Apartments,Private room,Real Bed,1,5,moderate,11-03-2019 04:00,20-05-2018 04:00,03-03-2019 05:00,1,1,1,0,1,353,0,100,0,1,0,Hong Kong,HK,22.33658,114.14156,110274717,FALSE,Hong Kong,Drew,100,1,23,83,53,83
24818739,Cosy Studio in the Heart of Hong Kong,Apartment,Entire home/apt,Real Bed,1,1125,flexible,11-03-2019 04:00,17-06-2018 04:00,03-03-2019 05:00,2,1,1,8,2,699,0,157,542,2,45,Hong Kong,HK,22.28684,114.14509,7517718,TRUE,Hong Kong,Nancy,92,1,2,242,23,23
24819150,New! Bright 2bed easily connected to the center,Apartment,Entire home/apt,Real Bed,2,1125,moderate,08-03-2019 05:00,15-05-2018 04:00,21-02-2019 05:00,6,2,3,23,1,94,0,65,15,4,53,Spain,ES,41.40303,2.14504,178600021,FALSE,Spain,Sara,100,12,7,332,27,57
2482036,"Spacious, charming & quiet delight",Apartment,Entire home/apt,Real Bed,2,12,Strict,07-03-2019 05:00,11-04-2014 04:00,27-02-2019 05:00,3,1,2,74,1,250,400,85,50,2,53,United States,US,40.74316,-74.00004,12697791,TRUE,United States,Jay,82,1,24,317,37,51
24825256,Cozy Room in TST Ideal for Single Traveler,Hostel,Private room,Real Bed,2,1125,moderate,11-03-2019 04:00,05-06-2018 04:00,28-02-2019 05:00,1,1,1,59,1,322,0,50,0,1,55,Hong Kong,HK,22.29826,114.17214,128381201,FALSE,Hong Kong,Yuki,100,12,9,49,24,49
24829178,"smoothly, cheap house in Sisli,Istanbul..",Apartment,Private room,Real Bed,1,1125,flexible,18-02-2019 05:00,04-07-2018 04:00,18-10-2018 04:00,2,1,1,7,2,63,0,26,26,1,52,Turkey,TR,41.07439,28.99452,183774494,FALSE,Turkey,Mustafa,100,2,29,364,59,89
24845400,Studio home in Taksim,Apartment,Entire home/apt,Real Bed,2,1125,moderate,18-02-2019 05:00,12-05-2018 04:00,06-01-2019 05:00,3,2,2,35,1,290,0,77,36,2,59,Turkey,TR,41.03433,28.98532,116453270,TRUE,Turkey,Semih,100,1,26,202,51,58
24847096,Beautiful apt with sea view & Wifi,Apartment,Entire home/apt,Real Bed,2,1125,Strict,16-02-2019 05:00,12-05-2018 04:00,26-12-2018 05:00,5,2,3,0,2,115,250,0,0,1,0,Portugal,PT,41.35085,-8.75351,137500257,FALSE,Portugal,Loic,100,324,30,365,60,90
24847275,Causeway Bay.  Spacious Room with ROOFTOP  !!(18a),Apartment,Private room,Real Bed,29,1125,flexible,11-03-2019 04:00,12-05-2018 04:00,26-12-2018 05:00,2,1,1,0,2,290,1000,100,0,1,0,Hong Kong,HK,22.27802,114.18239,97240131,FALSE,Hong Kong,Jov,98,229,11,346,41,71
24847281,鮀城小家-感受不一样的异地之旅,House,Private room,Real Bed,1,2,flexible,11-03-2019 04:00,12-05-2018 04:00,26-12-2018 05:00,2,1,1,0,1,4828,0,0,0,1,0,Hong Kong,HK,22.36362,114.12116,187771929,FALSE,China,Yu,0,1,30,365,60,90
24848349,Executive private room near museum station`,Apartment,Private room,Real Bed,2,90,moderate,07-03-2019 05:00,28-05-2018 04:00,26-12-2018 05:00,2,1,1,17,2,129,0,20,0,1,59,Australia,AU,-33.87649,151.21246,27619896,FALSE,Australia,Carol And Ian,100,2,0,5,0,4
24849266,Beautiful Mezzanine Studio (2 Guests) - N. Nasoni,Apartment,Entire home/apt,Real Bed,1,700,moderate,16-02-2019 05:00,01-08-2018 04:00,18-01-2019 05:00,2,1,1,5,2,55,0,5,15,2,60,Portugal,PT,41.14422,-8.61221,4207615,FALSE,Portugal,Oporto City Flats,98,48,18,331,39,61
24849631,Wailea Elua Village 2401 - Ocean View,Individual Apartments,Entire home/apt,Real Bed,3,1125,Strict,06-03-2019 05:00,01-08-2018 04:00,29-01-2019 05:00,4,1,2,0,2,489,0,0,35,2,0,United States,US,20.6892,-156.44118,70195733,FALSE,United States,Destination Residences,100,164,1,40,11,17
248537,Apartamento de Qualidade no Porto,Apartment,Entire home/apt,Real Bed,3,365,moderate,16-02-2019 05:00,04-01-2012 05:00,29-01-2019 05:00,4,1,1,188,2,65,0,0,15,2,57,Portugal,PT,41.14765,-8.61876,1302034,FALSE,Portugal,Maria De Lurdes,100,1,13,297,34,55
24857815,Large 2 Bedroom In Tour Des Canadiens,Guesthouse,Entire home/apt,Real Bed,30,1124,Strict,11-03-2019 04:00,30-01-2019 05:00,30-01-2019 05:00,4,2,2,1,1,950,250,65,25,2,60,Canada,CA,45.49661,-73.57056,318040,FALSE,Canada,Mike,100,70,0,314,9,39
24858356,Stunning Beachside Studio Unit  on Bondi Beach,Apartment,Entire home/apt,Real Bed,2,365,Strict,07-03-2019 05:00,14-09-2018 04:00,02-03-2019 05:00,2,1,1,22,2,100,250,100,50,2,54,Australia,AU,-33.89523,151.27387,63966593,FALSE,Australia,Natasha,100,3,17,339,40,70
24859326,Studio in the heart of Soho,Apartment,Entire home/apt,Real Bed,2,360,Strict,11-03-2019 04:00,04-07-2018 04:00,18-02-2019 05:00,2,1,1,22,2,683,0,200,0,1,51,Hong Kong,HK,22.28483,114.15185,3455514,TRUE,Hong Kong,Cesare & Stefano,96,3,9,299,17,34
24862771,Piso 3 habitaciones con encanto en Fuente Mágica,Apartment,Entire home/apt,Real Bed,60,1095,Strict,08-03-2019 05:00,04-07-2018 04:00,26-02-2019 05:00,3,3,3,0,1,80,0,0,0,1,0,Spain,ES,41.37094,2.14544,187952945,FALSE,Spain,Sara,0,1,29,179,59,89
24863216,Beachside studio in idealic Bronte,Guesthouse,Entire home/apt,Real Bed,2,45,Strict,07-03-2019 05:00,26-05-2018 04:00,26-02-2019 05:00,2,0,1,51,1,149,0,30,200,2,59,Australia,AU,-33.9004,151.26521,7879669,FALSE,Australia,Vivian,100,1,15,164,43,73
24867235,Garden Small Village,House,Entire home/apt,Real Bed,2,1125,Strict,16-02-2019 05:00,26-05-2018 04:00,25-11-2018 05:00,3,0,1,0,2,69,0,25,15,3,0,Portugal,PT,41.11709,-8.60886,1380142,FALSE,Portugal,Ana Paula,50,4,29,364,59,89
24868157,"Very bright Studio, downtown Montreal with view.",Apartment,Entire home/apt,Real Bed,1,1125,flexible,11-03-2019 04:00,12-05-2018 04:00,25-11-2018 05:00,2,1,1,33,2,90,0,0,0,1,52,Canada,CA,45.50111,-73.57849,6543028,FALSE,Canada,Carole,83,2,0,0,0,0
24871838,HOMESTAY NEAR MONTREAL AIRPORT,Townhouse,Shared room,Real Bed,1,1125,Strict,11-03-2019 04:00,20-05-2018 04:00,03-09-2018 04:00,4,1,2,5,2,46,200,19,20,1,14,Canada,CA,45.49385,-73.79282,71573275,FALSE,Canada,Neera,100,6,30,365,60,90
24874349,Trendy and cosy apartment with bay views!,Apartment,Private room,Real Bed,1,1125,Strict,07-03-2019 05:00,25-05-2018 04:00,01-03-2019 05:00,1,1,1,11,1,100,0,29,0,1,52,Australia,AU,-33.87439,151.22773,2561183,FALSE,Australia,Sarah,100,1,22,83,52,82
24899410,ANITAHOUSE,House,Entire home/apt,Real Bed,2,30,flexible,16-02-2019 05:00,13-05-2018 04:00,23-12-2018 05:00,6,3,4,23,2,70,0,0,15,6,58,Portugal,PT,41.12383,-8.6206,188020310,FALSE,Portugal,Luis,100,2,26,265,49,74
24900291,Origami Porto Deluxe Suite,Apartment,Private room,Real Bed,1,1125,flexible,16-02-2019 05:00,13-05-2018 04:00,05-01-2019 05:00,2,1,1,0,2,60,0,0,0,1,0,Portugal,PT,41.12929,-8.60621,50479844,FALSE,Portugal,Kamal,100,6,30,365,60,90
24903267,Family house in Monterey for May/June/part July,House,Entire home/apt,Real Bed,3,70,Strict,07-03-2019 05:00,13-05-2018 04:00,05-01-2019 05:00,4,2,2,0,2,165,0,0,0,1,0,Australia,AU,-33.97339,151.15043,3183670,TRUE,Australia,Zan,0,1,0,0,0,0
24903500,Blue Room With Balcony Barcelona Rambla,Apartment,Private room,Real Bed,2,30,Strict,08-03-2019 05:00,18-06-2018 04:00,05-01-2019 05:00,2,1,1,13,2,55,100,20,10,1,40,Spain,ES,41.38471,2.1697,188283884,FALSE,Spain,Diana,100,1,14,20,20,20
24916356,Porto Gaia Wine's Place,Apartment,Entire home/apt,Real Bed,2,180,Strict,16-02-2019 05:00,08-09-2018 04:00,13-01-2019 05:00,4,1,2,12,2,50,0,18,7,2,56,Portugal,PT,41.13615,-8.62662,19845527,TRUE,Portugal,Enrico & Mariana,100,1,11,193,33,52
24916415,Jomi House Permit 68030/Al,Apartment,Entire home/apt,Real Bed,1,33,flexible,16-02-2019 05:00,14-05-2018 04:00,09-02-2019 05:00,4,1,2,40,2,75,0,15,10,2,57,Portugal,PT,41.15158,-8.61443,55132573,FALSE,Portugal,Vanessa,100,4,2,138,10,15
24916551,"3 bedroom house close to station, CBD and airport",House,Entire home/apt,Real Bed,2,1125,Strict,07-03-2019 05:00,26-05-2018 04:00,19-02-2019 05:00,6,3,5,33,1,151,0,50,20,4,49,Australia,AU,-33.94626,151.08673,17085220,FALSE,Australia,Alice,100,1,14,34,34,34
24917020,Dee Why beachside retreat,Apartment,Entire home/apt,Real Bed,5,1125,moderate,07-03-2019 05:00,01-01-2019 05:00,01-01-2019 05:00,4,2,2,1,2,119,0,0,0,1,60,Australia,AU,-33.7546,151.29581,17088651,TRUE,Australia,Darren,60,2,0,218,0,0
24917622,"Copacabana-Apto Conjugado-4 pessoas- Posto 2,5",Individual Apartments,Entire home/apt,Real Bed,1,90,Strict,11-02-2019 05:00,01-01-2019 05:00,30-09-2018 04:00,4,1,2,0,1,250,1000,120,0,1,0,Brazil,BR,-22.9654761,-43.1796835,25644407,TRUE,Brazil,Vera,100,6,14,34,33,33
24917821,Chambre privée au coeur de Rosemont,Apartment,Private room,Real Bed,2,15,moderate,11-03-2019 04:00,10-06-2018 04:00,30-09-2018 04:00,1,1,1,7,1,16,200,15,10,1,60,Canada,CA,45.54917,-73.57309,132115648,FALSE,Canada,Touria,0,0,1,61,31,61
2493382,The Best point to Enjoy Barcelona,Apartment,Private room,Real Bed,3,1125,Strict,08-03-2019 05:00,12-05-2014 04:00,04-12-2018 05:00,3,2,2,21,1,35,150,30,30,1,52,Spain,ES,41.39332,2.18066,3080717,TRUE,Spain,Leonor,90,3,27,342,39,67
24938559,Cozy loft in the heart Old Montreal,Loft,Entire home/apt,Real Bed,2,1125,flexible,11-03-2019 04:00,26-05-2018 04:00,26-05-2018 04:00,3,1,2,1,1,101,0,0,0,1,32,Canada,CA,45.50182,-73.55863,21615073,FALSE,Canada,Anas,0,2,0,0,0,0
24944774,Quiet bungalow (Rivière des prairies),Bungalow,Private room,Real Bed,3,1125,Strict,11-03-2019 04:00,07-10-2018 04:00,30-12-2018 05:00,2,1,1,2,1,24,0,7,12,1,58,Canada,CA,45.63219,-73.61068,164714644,FALSE,Canada,Jian,100,6,28,268,58,88
24945999,The Porto Concierge - Mosaic Mezzanine,Apartment,Entire home/apt,Real Bed,2,1125,moderate,16-02-2019 05:00,12-05-2018 04:00,13-02-2019 05:00,3,1,2,37,1,50,0,15,10,2,43,Portugal,PT,41.15812,-8.60491,188598816,FALSE,Portugal,Philipe,100,1,8,330,25,55
24948880,"Bright, Cosy 1BR Apt in hip area.",Apartment,Entire home/apt,Real Bed,1,1125,Strict,11-03-2019 04:00,17-05-2018 04:00,17-12-2018 05:00,3,1,2,5,1,597,0,0,0,1,58,Hong Kong,HK,22.28498,114.14157,5269198,TRUE,Hong Kong,Hubert,100,1,0,0,0,0
24952440,Penthouse da Música for 8,Apartment,Entire home/apt,Real Bed,1,60,flexible,16-02-2019 05:00,10-06-2018 04:00,02-01-2019 05:00,8,2,4,7,2,300,0,50,0,4,60,Portugal,PT,41.15483,-8.62891,5390269,FALSE,Portugal,Branca,100,4,17,295,24,33
24955954,"Ampla Suíte - Próx. a Barra da Tijuca,Jeunesse a..",House,Private room,Real Bed,1,30,flexible,11-02-2019 05:00,11-06-2018 04:00,12-08-2018 04:00,2,1,1,2,1,71,0,30,0,1,60,Brazil,BR,-22.94398757,-43.38317918,86742436,FALSE,Brazil,Amalia,90,1,29,364,59,89
24960094,"Cozy Studios nice , secure and social area Harbiye",Serviced apartment,Entire home/apt,Real Bed,1,1125,Strict,18-02-2019 05:00,11-06-2018 04:00,08-09-2018 04:00,2,0,1,0,1,264,0,0,0,1,0,Turkey,TR,41.04352,28.98415,152721241,FALSE,Turkey,Stephen,100,19,30,90,60,90
24960259,"Dublex, 4 Room, Terrace, Sunny House at Center",Apartment,Entire home/apt,Real Bed,4,30,flexible,18-02-2019 05:00,30-07-2018 04:00,08-09-2018 04:00,6,2,3,4,2,206,0,0,53,4,58,Turkey,TR,40.98682,29.03738,40672033,TRUE,Turkey,Kerem,100,1,0,96,0,6
24960623,Perfect Sea View,Apartment,Entire home/apt,Real Bed,2,300,moderate,16-02-2019 05:00,16-06-2018 04:00,28-09-2018 04:00,5,2,4,7,1,50,0,30,10,2,60,Portugal,PT,41.36072,-8.75701,118337275,TRUE,Portugal,José,100,1,18,252,32,55
24969860,Montréal - Petite Patrie : idéal pour une famille,Apartment,Entire home/apt,Real Bed,4,1125,Strict,11-03-2019 04:00,12-08-2018 04:00,09-10-2018 04:00,5,3,4,2,1,95,150,70,20,2,58,Canada,CA,45.54885,-73.5938,186855237,FALSE,Canada,Pascale,100,1,0,99,9,25
24970484,Appartement ensoleillé près du marché Jean-Talon,Apartment,Entire home/apt,Real Bed,3,14,Strict,11-03-2019 04:00,07-07-2018 04:00,07-07-2018 04:00,2,1,1,1,2,81,0,50,0,1,60,Canada,CA,45.53843,-73.61981,10344088,FALSE,Canada,Alexandra,0,1,0,0,0,0
24972885,Large Luxury Hong Kong Island apartment,Apartment,Entire home/apt,Real Bed,30,120,flexible,11-03-2019 04:00,23-08-2018 04:00,23-08-2018 04:00,8,5,6,1,3,3399,5000,500,0,1,0,Hong Kong,HK,22.27511,114.1259,54807073,FALSE,Hong Kong,Karen,100,1,27,267,57,87
24981028,Mong Kok double room private toilet near MTR,Hotel,Private room,Real Bed,1,1125,Strict,11-03-2019 04:00,26-08-2018 04:00,17-02-2019 05:00,2,1,1,11,1,353,0,0,0,1,39,Hong Kong,HK,22.32252,114.16968,135868257,FALSE,Hong Kong,Mui Heung,100,6,29,179,59,89
24982210,Modest House,House,Entire home/apt,Real Bed,1,1125,Strict,16-02-2019 05:00,29-05-2018 04:00,06-01-2019 05:00,6,3,1,30,1,55,0,25,0,1,40,Portugal,PT,41.13317,-8.599,160726690,FALSE,Netherlands,Julian,100,2,28,314,56,84
24993202,Luxury 2 storey apartment with outdoor dining,Loft,Entire home/apt,Real Bed,1,90,Strict,07-03-2019 05:00,08-06-2018 04:00,08-07-2018 04:00,3,1,2,4,1,200,0,60,0,1,60,Australia,AU,-33.8716,151.21914,188944892,FALSE,Australia,Mike,100,1,0,0,0,0
24999091,Puamana Resort #20-2,House,Entire home/apt,Real Bed,1,1125,Strict,06-03-2019 05:00,08-06-2018 04:00,22-02-2019 05:00,2,1,2,0,2,285,0,341,0,1,0,United States,US,20.85909,-156.66905,18933763,FALSE,United States,Catherine,100,37,16,233,39,64
